
text,label
"ASSUNTO: Convite reunião projeto | CORPO: Favor confirmar presença.",Legitimo
"ASSUNTO: Recibo de pagamento | CORPO: Segue comprovante do Pix realizado.",Legitimo
"ASSUNTO: Atualização Ulife | CORPO: Conteúdo acadêmico atualizado.",Legitimo
"ASSUNTO: Nota fiscal eletrônica | CORPO: Segue anexo o documento.",Legitimo
"ASSUNTO: Confirmação hotel | CORPO: Sua reserva foi confirmada.",Legitimo
"ASSUNTO: Entrega Correios | CORPO: Seu pedido saiu para entrega.",Legitimo
"ASSUNTO: Fatura cartão Itaú | CORPO: Sua fatura já está disponível.",Legitimo
"ASSUNTO: Agenda atualizada | CORPO: Veja compromissos da semana.",Legitimo
"ASSUNTO: Aula cancelada | CORPO: Professor informou cancelamento.",Legitimo
"ASSUNTO: Convite evento | CORPO: Você está convidado para evento.",Legitimo
"ASSUNTO: Relatório mensal | CORPO: Segue relatório solicitado.",Legitimo
"ASSUNTO: Atualização sistema | CORPO: Sistema ficará indisponível à noite.",Legitimo
"ASSUNTO: Confirmação pagamento | CORPO: Recebemos seu pagamento via Pix.",Legitimo
"ASSUNTO: Pedido enviado | CORPO: Produto em transporte.",Legitimo
"ASSUNTO: Feedback solicitado | CORPO: Avalie nosso serviço.",Legitimo
"ASSUNTO: Lembrete consulta | CORPO: Sua consulta é amanhã.",Legitimo
"ASSUNTO: Renovação assinatura | CORPO: Assinatura renovada com sucesso.",Legitimo
"ASSUNTO: Verificação de segurança: Acesso suspeito detectado | CORPO: Ilker, detectamos um login na sua conta a partir de um dispositivo Android em Teresina, PI às 04:22. Se não foi você, conteste este acesso imediatamente para evitar o bloqueio preventivo da sua conta: http://seguranca-portal-validacao.com",Phishing
"ASSUNTO: Atualização obrigatória de Token de Segurança | CORPO: Prezado cliente, informamos que a partir de amanhã seu acesso será restrito caso não realize a sincronização do seu token digital. Evite idas à agência e faça o procedimento agora pelo link seguro.",Phishing
"ASSUNTO: Comprovante de Transferência PIX Recebido - R$ 450,00 | CORPO: Você recebeu um PIX de 'MARCOS SOUZA'. Para visualizar os detalhes da transação ou contestar o valor, acesse o extrato completo no link abaixo.",Phishing
"ASSUNTO: RE: Orçamento solicitado - Urgente | CORPO: Conforme conversamos, segue o link para baixar a planilha com os valores atualizados do projeto. Por favor, valide os campos marcados em vermelho até o final do dia.",Phishing
"ASSUNTO: Aviso de Retenção de Imposto de Renda 2026 | CORPO: Receita Federal informa: Constam divergências na sua declaração anual. Acesse o portal e-CAC para regularizar sua situação e evitar multas por malha fina.",Phishing
"ASSUNTO: Sua conta de e-mail excedeu o limite de armazenamento | CORPO: Atenção: Suas mensagens serão bloqueadas em 24 horas. Clique aqui para validar seu espaço adicional gratuito e evitar a perda definitiva de arquivos.",Phishing
"ASSUNTO: Tentativa de entrega sem sucesso - Correios | CORPO: Objeto BR934201920BR. Não conseguimos entregar sua encomenda. Baixe o formulário de retirada para comparecer à agência portando o código de barras.",Phishing
"ASSUNTO: Microsoft: Atividade de entrada incomum | CORPO: Alguém inseriu sua senha corretamente, mas o acesso foi bloqueado por ser de um local incomum. Se não foi você, altere sua credencial no portal de segurança: http://account-recovery-ms.com",Phishing
"ASSUNTO: Comunicado Importante: Alteração na Política de Privacidade | CORPO: Atualizamos nossos termos de uso. Para continuar utilizando os serviços de nuvem, é necessário aceitar as novas diretrizes através do link de autenticação.",Phishing
"ASSUNTO: Intimação Judicial Eletrônica - Processo em segredo de justiça | CORPO: Você foi citado em um processo administrativo. Visualize a íntegra da petição inicial e o prazo de defesa clicando no botão abaixo.",Phishing
"ASSUNTO: Cadastro de Chave PIX detectado | CORPO: Uma nova chave PIX (telefone) foi vinculada à sua conta. Caso você não reconheça esta ação, clique aqui para cancelar imediatamente e proteger seus fundos.",Phishing
"ASSUNTO: Cupom de desconto iFood: R$ 50,00 exclusivo | CORPO: Parabéns Ilker! Por ser um cliente fiel, você ganhou um cupom de R$ 50 sem valor mínimo. Ative o cupom fazendo login no site promocional.",Phishing
"ASSUNTO: Aviso de suspensão: Assinatura de streaming | CORPO: Infelizmente não conseguimos processar seu pagamento. Sua conta será suspensa ao final do dia. Atualize seus dados de faturamento agora para não perder o acesso.",Phishing
"ASSUNTO: Convocação para atualização cadastral de benefícios | CORPO: Evite o cancelamento do seu plano de saúde. A atualização de dependentes deve ser feita exclusivamente pelo portal de autoatendimento até sexta-feira.",Phishing
"ASSUNTO: Relatório de Despesas de Viagem - Aprovado | CORPO: O reembolso solicitado foi processado com sucesso. Clique aqui para baixar o comprovante de depósito e verificar os valores creditados.",Phishing
"ASSUNTO: Erro na sincronização do seu Certificado Digital | CORPO: Detectamos que seu certificado digital expirará em breve devido a um erro de sistema. Refaça a validação online para manter a validade jurídica de seus documentos.",Phishing
"ASSUNTO: ALERTA: Login de administrador detectado no seu roteador | CORPO: Um dispositivo desconhecido acessou as configurações do seu Wi-Fi. Recomendamos a troca imediata da senha de administrador através do painel remoto.",Phishing
"ASSUNTO: Promoção Aniversário Banco Digital | CORPO: Ganhe 200% do CDI em seus investimentos apenas hoje. Clique no link para transferir seu saldo e começar a render mais.",Phishing
"ASSUNTO: Nota Fiscal Eletrônica - Pagamento Confirmado | CORPO: Prezado(a), a nota fiscal referente à sua última compra online está disponível para download. Clique no link para baixar o arquivo XML e PDF.",Phishing
"ASSUNTO: Recadastramento de Biometria Facial | CORPO: Devido às novas normas de segurança, é necessário o envio de uma foto para validação facial. Realize o upload no ambiente seguro do banco.",Phishing
"ASSUNTO: RE: Esqueceu algo no carrinho? | CORPO: Ilker, vimos que você não finalizou a compra. O desconto de 15% ainda está ativo, mas as peças estão esgotando. Volte agora e garanta seus itens!",Spam
"ASSUNTO: Oportunidade Única: Como faturar R$ 200/dia com IA | CORPO: Participe do nosso webinar gratuito hoje às 20h e descubra como automatizar processos e ganhar dinheiro extra. Vagas limitadas!",Spam
"ASSUNTO: Sua dieta nunca foi tão fácil | CORPO: Receba marmitas fit personalizadas na sua casa com 30% de desconto na primeira semana. Saúde e praticidade por um preço que cabe no bolso.",Spam
"ASSUNTO: Ganhe um iPhone 15 Pro Max participando da pesquisa | CORPO: Sua opinião vale muito! Responda 3 perguntas sobre nossos serviços e concorra ao sorteio de amanhã. Clique e participe.",Spam
"ASSUNTO: Oferta Relâmpago: Passagens para o Nordeste por R$ 199 | CORPO: As férias dos seus sonhos estão mais perto. Promoção válida apenas para as próximas 3 horas. Reserve agora e pague em 12x.",Spam
"ASSUNTO: Seu perfil foi selecionado para uma vaga remota em dólar | CORPO: Procuramos desenvolvedores Python. Salário de até $5.000 mensais. Clique para ver os requisitos e enviar seu currículo atualizado.",Spam
"ASSUNTO: Últimas horas: Tudo com 70% de desconto na Black Week | CORPO: Não perca a maior promoção do ano. Estoque renovado, mas por pouco tempo. Acesse a loja e aproveite os preços baixos.",Spam
"ASSUNTO: Ilker, sua vida financeira vai mudar com este guia | CORPO: Baixe o e-book gratuito 'Manual do Investidor' e aprenda a investir como os grandes players do mercado. Clique para baixar.",Spam
"ASSUNTO: Desafio 21 dias: Perca peso sem sair de casa | CORPO: Comece hoje o treinamento que já transformou milhares de vidas. Planos a partir de R$ 9,90 por mês. Inscreva-se agora.",Spam
"ASSUNTO: Você recebeu um brinde exclusivo da Natura | CORPO: Na sua próxima compra acima de R$ 80, ganhe um kit de cuidados faciais. Use o cupom BRINDE2026 no checkout. Confira as regras.",Spam
"ASSUNTO: Seguro Auto com 40% de desconto para estudantes | CORPO: Proteja seu carro contra roubo e furto com a menor taxa do mercado. Faça uma cotação rápida sem compromisso no link.",Spam
"ASSUNTO: Transforme sua carreira com nossa Pós-graduação | CORPO: Matricule-se hoje e ganhe 50% de bolsa em todo o curso. Formação em Cybersecurity com professores do mercado. Saiba mais.",Spam
"ASSUNTO: Convite VIP: Lançamento do novo empreendimento no Centro | CORPO: Conheça o apartamento decorado e aproveite as condições especiais de pré-lançamento para investidores. Confirme presença.",Spam
"ASSUNTO: Economize 40% na sua conta de luz com energia solar | CORPO: Instalação rápida e sem custo inicial. Reduza seus custos fixos agora. Solicite um orçamento técnico gratuito.",Spam
"ASSUNTO: Ilker, este cupom de R$ 100 expira em 30 minutos | CORPO: Use em qualquer categoria do site. Não deixe para depois. Clique aqui para aplicar o desconto automaticamente no carrinho.",Spam
"ASSUNTO: Descubra quem visitou seu perfil no LinkedIn | CORPO: Versão Premium gratuita por 30 dias. Veja estatísticas detalhadas e turbine sua carreira. Ative sua avaliação agora.",Spam
"ASSUNTO: Vinhos premiados com frete grátis para sua região | CORPO: Seleção exclusiva de rótulos chilenos e argentinos. Compre 6 e pague 4. Somente para membros do clube de vinhos.",Spam
"ASSUNTO: Como aprender Inglês em 6 meses estudando 15min | CORPO: Método inovador focado em conversação. Teste a primeira aula gratuitamente clicando no link abaixo. Sem gramática chata.",Spam
"ASSUNTO: Sua casa nova merece móveis de design | CORPO: Móveis planejados com entrega em 15 dias úteis. Qualidade garantida e parcelamento em até 24x. Veja o catálogo online.",Spam
"ASSUNTO: Ganhe Cashback em todas as suas compras com nossa extensão | CORPO: Instale agora no Chrome e nunca mais perca dinheiro de volta. Simples, rápido e gratuito. Baixe no link.",Spam
"ASSUNTO: Ilker, sua nota da avaliação A3 foi postada | CORPO: Olá Ilker, a nota da disciplina de Cibersegurança já está disponível no Portal do Aluno Ulife. Verifique seu desempenho e o feedback do professor.",Legitimo
"ASSUNTO: Confirmação de Matrícula - Semestre 2026.2 | CORPO: Sua renovação de matrícula foi processada com sucesso. O comprovante e a grade horária atualizada estão disponíveis para consulta no portal acadêmico.",Legitimo
"ASSUNTO: Aviso de manutenção programada no Sistema Acadêmico | CORPO: Informamos que o portal Ulife ficará indisponível para manutenção no próximo domingo entre 02h e 06h da manhã. Planeje suas atividades.",Legitimo
"ASSUNTO: Recibo de Pagamento - Mensalidade Faculdade | CORPO: Olá, confirmamos o recebimento do seu pagamento via PIX referente à parcela de Maio/2026. O comprovante fiscal pode ser baixado no financeiro.",Legitimo
"ASSUNTO: Convite para o Fórum de Discussão: Projeto Interdisciplinar | CORPO: O professor Rodrigo Soares adicionou um novo tópico de discussão no Teams. Clique para participar e contribuir com o seu grupo de trabalho.",Legitimo
"ASSUNTO: [TI] Lembrete: Troca obrigatória de senha institucional | CORPO: Sua senha de acesso aos laboratórios expira em 5 dias. Por favor, realize a alteração através do portal de autoatendimento da universidade.",Legitimo
"ASSUNTO: Convite para Reunião de Alinhamento - A3 Cybersecurity | CORPO: Olá grupo, agendei uma reunião rápida para amanhã às 19h via Zoom para definirmos as atividades finais do projeto. Segue o link da agenda.",Legitimo
"ASSUNTO: Atualização de Software disponível para seu Notebook | CORPO: Uma nova atualização de segurança do sistema operacional está pronta para ser instalada. Recomendamos o reinício do dispositivo para concluir o processo.",Legitimo
"ASSUNTO: LinkedIn: Notificação de vaga compatível com seu perfil | CORPO: Uma nova vaga de 'Estágio em Segurança da Informação' foi postada em São Paulo. Como seu perfil tem as competências exigidas, sugerimos a candidatura.",Legitimo
"ASSUNTO: Confirmação de login no Google em um novo dispositivo | CORPO: Se foi você, ignore este e-mail. Se não reconhecer o acesso, revise as configurações de segurança da sua conta agora mesmo.",Legitimo
"ASSUNTO: Recibo de compra Amazon.com.br - Pedido #702-1923401 | CORPO: Ilker, recebemos seu pedido de 'Livro: Código Limpo'. A previsão de entrega é para terça-feira. Você pode rastrear o pacote pelo site oficial.",Legitimo
"ASSUNTO: Google Cloud Platform: Alerta de cota de uso | CORPO: Sua conta de estudante atingiu 80% do limite de uso gratuito do mês. Revise suas instâncias para evitar interrupções nos seus projetos ativos.",Legitimo
"ASSUNTO: Newsletter GitHub: Novidades nos repositórios que você segue | CORPO: Veja as últimas atualizações no framework Scikit-learn e as novas discussões na comunidade de Cybersecurity. Clique para ler o resumo semanal.",Legitimo
"ASSUNTO: Agendamento Confirmado: Exame Médico Periódico | CORPO: Sua consulta está marcada para quarta-feira às 14:00 na clínica credenciada. Por favor, leve um documento oficial com foto para identificação.",Legitimo
"ASSUNTO: Extrato Mensal de Pontos - Programa de Fidelidade | CORPO: Olá Ilker, você possui 1.250 pontos que expiram em 90 dias. Confira as opções de troca em nosso catálogo oficial através do seu acesso logado.",Legitimo
"ASSUNTO: [Ulife] Novo material de aula postado: Teoria da Computação | CORPO: O material de apoio referente à aula de hoje já está disponível na seção 'Arquivos' da disciplina. Bons estudos!",Legitimo
"ASSUNTO: Confirmação de participação em Evento de Tecnologia | CORPO: Sua inscrição para o workshop de 'Pentest em Aplicações Web' foi confirmada. O evento acontecerá presencialmente no auditório principal.",Legitimo
"ASSUNTO: Pesquisa de Satisfação - Atendimento Suporte Técnico | CORPO: Recentemente você abriu um chamado sobre o acesso ao Wi-Fi. Por favor, dedique 1 minuto para avaliar o atendimento recebido. Sua opinião é importante.",Legitimo
"ASSUNTO: Google Fotos: Novas lembranças de 2 anos atrás | CORPO: Veja as fotos que você tirou nesta data em 2024. Clique para abrir o álbum 'Memórias' no aplicativo Google Fotos.",Legitimo
"ASSUNTO: Comunicado: Alteração no horário de funcionamento da Biblioteca | CORPO: Durante o período de exames finais, a biblioteca central funcionará em horário estendido até às 23h. Aproveite o espaço para seus estudos.",Legitimo
"ASSUNTO: Oops! Esqueceu de algo? | CORPO: Descubra mais estilos que combinam com seu gosto. Você recebeu esta mensagem porque registrou ou aceitou nosso convite para receber e-mails da SHEIN ou fez uma compra. Para parar de receber e-mails, clique no botão CANCELAR ASSINATURA. Localização: Robinson Road, Singapore.",Spam
"ASSUNTO: [Educação gratuita] | CORPO: Participe dos nossos próximos encontros online. Veja a nossa programação de eventos ao vivo: Copywriting em 2026: ainda dá dinheiro ou a IA já tomou conta? História, Crítica e Mercado de Arte no Brasil. Design Gráfico: crie seu primeiro portfólio do zero. EBAC ENSINO A DISTÂNCIA LTDA.",Spam
"ASSUNTO: Pedido 0000000000000000: pedido enviado | CORPO: Olá [USUÁRIO], Seu pedido foi enviado. Você poderá acompanhar todas as atualizações rastreando seu pedido. Mouse sem fio Attack Shark X1 Black x1. Total do pedido: R$133,96. Enviar para: Vargem Grande, Rio de Janeiro, RJ. Este e-mail foi enviado para seu endereço cadastrado no AliExpress.",Legitimo
"ASSUNTO: Pedido 98210344210: Pagamento Aprovado | CORPO: Olá [USUÁRIO], recebemos a confirmação do seu pagamento para o pedido #98210344210. Itens: Fone Bluetooth Noise Cancelling (1x). Valor: R$ 215,90. O vendedor tem até 3 dias para realizar a postagem. Você receberá um novo e-mail com o código de rastreio assim que o objeto for postado. Central de Ajuda: shopee.com.br/ajuda.",Legitimo
"ASSUNTO: Sua viagem de domingo à tarde com a Uber | CORPO: Total: R$ 24,90. Agradecemos por viajar conosco, [USUÁRIO]. Detalhes: Início 14:10, Fim 14:35. Pagamento via PIX. Se você esqueceu algo no veículo, acesse 'Suas Viagens' no aplicativo. Uber do Brasil Tecnologia Ltda - Av. Brigadeiro Faria Lima, SP.",Legitimo
"ASSUNTO: [Ulife] Lembrete de Atividade Pendente | CORPO: Prezado aluno, você possui uma atividade na disciplina 'Sistemas Distribuídos' com prazo de entrega para amanhã às 23:59. Acesse o ambiente virtual de aprendizagem Ulife para realizar o envio. Este é um e-mail automático, favor não responder.",Legitimo
"ASSUNTO: Google: Alerta de segurança para sua conta vinculada | CORPO: Um novo login foi realizado no Chrome em um Windows 10 (Rio de Janeiro, Brasil). Se foi você, ignore. Se não reconhece, verifique seus dispositivos agora. Google LLC 1600 Amphitheatre Parkway, Mountain View, CA.",Legitimo
"ASSUNTO: Ilker, você tem R$ 150 em créditos parados! | CORPO: Não deixe seus pontos expirarem. Use o cupom VOLTA150 na sua próxima compra acima de R$ 400 em todo o site. Oferta válida apenas para a categoria de Eletrônicos e Moda. SHEIN: Fashion para todos. Robinson Road, Singapore. Cancelar inscrição.",Spam
"ASSUNTO: [Workshop Gratuito] Domine o Python em 3 dias | CORPO: Olá, você está convidado para a nossa Masterclass de Programação. Aprenda a criar automações reais do zero. Speaker: André Santos, Senior Dev. Garanta sua vaga clicando no link da bio. EBAC ENSINO A DISTÂNCIA LTDA. ebaconline.com.br",Spam
"ASSUNTO: RE: Seu carrinho sente sua falta... | CORPO: Olá, vimos que você adicionou o 'Monitor Gamer 144Hz' ao carrinho mas não finalizou. Reservamos o item por mais 2 horas. Use o link abaixo para concluir seu pedido com frete grátis. Kabum! - Maior e-commerce de tecnologia da AL.",Spam
"ASSUNTO: LinkedIn: [USUÁRIO], veja quem visualizou seu perfil | CORPO: 12 pessoas viram seu perfil nos últimos 7 dias. Veja se alguma delas é um recrutador ou uma conexão de interesse. Turbine sua carreira com o Premium (30 dias grátis). LinkedIn Corporation, Sunnyvale, CA.",Spam
"ASSUNTO: URGENTE: Irregularidade no seu CPF detectada | CORPO: Receita Federal informa: Consta uma pendência na sua declaração de ajuste anual. Evite o bloqueio do seu título de eleitor e restrições no seu nome. Acesse o portal e-CAC agora pelo link http://regularizacao-cpf-gov.net para baixar o relatório de pendências.",Phishing
"ASSUNTO: Nubank: Suspensão preventiva da sua conta | CORPO: Detectamos uma transação suspeita de R$ 1.250,00 agendada para hoje. Por segurança, bloqueamos seu aplicativo temporariamente. Para desbloquear e contestar o valor, realize a validação facial no link: http://nu-seguranca-validacao.com",Phishing
"ASSUNTO: Comunicado: Atualização de segurança no seu Token | CORPO: Ilker, seu dispositivo de segurança (Token Digital) precisa ser sincronizado com a nova versão do protocolo bancário. Evite o bloqueio dos seus cartões e do seu acesso ao Internet Banking. Realize o procedimento agora: http://sincronizacao-banco-br.com",Phishing
"ASSUNTO: Sua fatura de R$ 890,50 vence HOJE - Evite Juros | CORPO: Segue em anexo a segunda via da sua fatura de energia. O não pagamento acarretará em multa e suspensão do serviço em 48h. Clique aqui para baixar o PDF ou copiar o código de barras para pagamento via PIX.",Phishing
"ASSUNTO: Alertas de vaga do LinkedIn | CORPO: Seu alerta de vaga para Desenvolvedor Python. Novas vagas: Engineering Entry Level, Brazil - BCG X; Staff Software Engineer - Nubank; Programa de Estágio - IBM. Este e-mail foi enviado a [USUÁRIO]. Gerenciar alertas no LinkedIn.",Legitimo
"ASSUNTO: Live do Programa Nova Geração PwC | CORPO: Quer saber mais? Convidamos você para a live do programa Nova Geração PwC 2026. Conheça nossas oportunidades em Auditoria, Consultoria e Tecnologia. Data: 18/05 às 11h. Grow here. Go further.",Spam
"ASSUNTO: ILKER, chegou a sua vaga do dia | CORPO: Encontramos uma vaga que é a sua cara! Work From Home .NET Backend Developer / Research + Development na BAIRESDEV. Enviar CV. Essa é a melhor vaga do dia baseada no seu currículo na Catho.",Spam
"ASSUNTO: A Coleção de Acessórios Protagonistas | CORPO: Sapatos, bolsas e joias novas — prontas para o close-up. VOCÊ TAMBÉM PODE GOSTAR. COMPRE AGORA na SHEIN. Observação: para parar de receber e-mails, clique em cancelar assinatura.",Spam
"ASSUNTO: Caiu um cisco no meu olho... | CORPO: Pratique inglês! Quando você pula a lição, eu não sei o que fazer. Ofensiva atual: 70. Faça uma lição agora no Duolingo. Pittsburgh PA, USA.",Spam
"ASSUNTO: Ilker, eu gostaria de me conectar com você | CORPO: Raphael Marques, Analista de Monitoramento, aguarda sua resposta. Aceitar ou Ver perfil. Você está recebendo convites por e-mail do LinkedIn. Dublin, Irlanda.",Legitimo
"ASSUNTO: Uma entrega especial para você | CORPO: Sentimos que você vai amar isso. Veja as ofertas: Descontos de até 66%. R$ 133,80. Veja mais itens e ofertas no app AliExpress.",Spam
"ASSUNTO: O perrengue é real nestes animes que estão em alta | CORPO: Programação do findi: vida de ídolo com direito a tudo. Assista já: NEEDY GIRL OVERDOSE e Tamon's B-Side. Crunchyroll - 5750 Wilshire Blvd, Los Angeles, CA.",Spam
"ASSUNTO: @BDM Resumo da Semana | CORPO: A Semana em minutos. Panorama da semana: Geopolítica, IA e regulação. Melhores rendimentos: CDI + 2,50% a.a. Investidores de alta performance priorizam estratégias arrojadas. PicPay.",Spam
"ASSUNTO: Faça login na sua Conta do Google | CORPO: Sua Conta do Google não é usada há pelo menos oito meses. Para manter sua conta ativa e evitar a exclusão após 2 anos, faça login. Saiba mais sobre a Política de Contas Inativas. Google LLC, CA.",Legitimo
"ASSUNTO: Tem BK Mix na faixa no BK | CORPO: A Força está chamando você! O Banquete do Grogu é o jogo inspirado em Star Wars. Jogue no app BK e ganhe ofertas especiais. TM & 2026 Burger King Company LLC.",Spam
"ASSUNTO: Seu recibo de pedido do Google Play | CORPO: Obrigado. Você se inscreveu em um teste de assinatura de Duolingo, Inc. no Google Play. Sua avaliação termina em 14 de jun. de 2026. Item: Super Duolingo. Total: R$ 0,00. Número do pedido: GPA.0000-0000-0000-00000. Forma de pagamento: PicPay.",Legitimo
"ASSUNTO: jae - Pagamento recebido | CORPO: Olá! Recebemos o pagamento no valor de R$10.00. Número do seu pedido: 00000000. Jae Rio de Janeiro.",Legitimo
"ASSUNTO: Oi [USUÁRIO], queremos ouvir sua opinião! | CORPO: Nos ajude a melhorar sua experiência de compra completando esta pesquisa de 3 minutos. Avalie Aqui. Abraços, Shopee Brasil. Não responda a este e-mail.",Spam
"ASSUNTO: Rockstar Broadcast: Motor Fundido no GTA Online | CORPO: Aperte o cinto para duas semanas de Motor Fundido no GTA Online. Receba recompensas extras no Evento de Carros LS em Série. Ganhe o Macacão e o Capacete Rockstar. Resgate um Ubermacht Sentinel GTS grátis com o GTA+. Rockstar Games, New York.",Spam
"ASSUNTO: Pacote [CÓDIGO]: saiu da região de origem | CORPO: Olá [USUÁRIO], o pacote saiu da região de origem e está a caminho do seu destino. Toque para rastrear. Enviar para: Rio de Janeiro, Rio de Janeiro. Alibaba.com Singapore.",Legitimo
"ASSUNTO: [ÚLTIMO AVISO] Seu cupom expira hoje às 23:59 | CORPO: Olá, Pequeno Gafanhoto! Hoje é o último dia para usar o cupom 50ANUAL2026. De R$ 299,00 por R$ 249,00. Transforme dedicação em reconhecimento concreto com nossos certificados. Gustavo Guanabara.",Spam
"ASSUNTO: Até 50% OFF na sua rotina inteligente | CORPO: Ilker, seu dia a dia mais inteligente começa com Samsung AI. Viva em um único ecossistema. Ofertas: Galaxy S25+, Galaxy Watch8 Classic e Vision AI TV. Parcele em até 18x. Samsung Eletrônica da Amazônia Ltda.",Spam
"ASSUNTO: 18K+ Channels & 70K+ VOD — Stream Without Limits | CORPO: PREMIUM IPTVHUB. 18K+ live channels everything you need in one place. Watch live sports, movies and series. HD & 4K streaming available on all smart devices. Join Now & Unlock Full Access. Chat on WhatsApp. Sent by wyattgarzahydd@gmx.com.",Phishing
"ASSUNTO: New tools, faster sheets, and 50% off | CORPO: Roll20 Coming Soon: View As Player. See exactly what your players see. Attunement Is Automatic On The New D&D Sheet. Demiplane Sheets Just Seconds Away. Save up to 50% on dozens of bestiaries and official Dungeons & Dragons manuals. Henderson, NV, United States.",Spam
"ASSUNTO: Bitcoin atinge a maior cotação em 12 semanas | CORPO: E cinco analistas opinam sobre o próximo destino dos mercados de cripto. Turbine suas negociações: Ganhe 7,00% a.a. em USDC. DoorDash, Morgan Stanley e Western Union decidiram trabalhar com stablecoins. Coinbase Brasil Ltda.",Spam
"ASSUNTO: Promoção relâmpago: economize 82% em uma Segurança Premiada | CORPO: ATÉ 82% DE DESCONTO. Preços a partir de apenas BRL79.99. Aproveite! A oferta termina em breve. Bitdefender SRL, Romênia, Bucareste. Trusted. Always. Não responda a este e-mail.",Spam
